Status,Tanggal_YMD,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo
Sembuh,2020-05-26,,,2,,,7,13,,26,15,17,1,6,,,1,,,2,22,1,1,49,37,2,4,10,3,,13,,2,1,
Meninggal,2020-05-26,,,,,,,,,9,,9,,,,2,,,,,,4,,,2,,1,,,,,,,,
Terkonfirmasi,2020-05-27,,8,10,3,,2,97,,27,11,199,7,3,8,73,1,8,49,53,24,16,17,11,29,,2,,1,10,,14,1,,2
Sembuh,2020-05-27,,7,3,,5,3,14,,37,,16,,5,,,1,1,14,,28,1,2,10,19,2,4,1,1,,1,,3,2,
Meninggal,2020-05-27,,,,,,,8,,5,,19,,,,8,1,1,1,,1,7,1,,,,2,,1,,,,,,
Terkonfirmasi,2020-05-28,1,5,14,,2,,105,,25,10,171,1,1,7,116,,13,25,21,4,16,30,14,46,5,,,9,18,20,3,,,5
Sembuh,2020-05-28,,12,24,,,8,19,,45,1,26,,6,,,,,1,9,6,2,2,,2,2,,3,3,7,2,,2,,1
Meninggal,2020-05-28,,,,,,,,,,,14,,,,,,,1,,,5,2,,,,,,,1,,,,,
Terkonfirmasi,2020-05-29,,23,14,,1,2,125,,32,14,101,,4,30,74,,3,28,11,,9,38,1,41,,13,6,11,27,6,56,,5,3
Sembuh,2020-05-29,,6,12,,6,7,37,,6,60,22,3,9,7,2,3,8,3,14,8,1,,3,12,,7,4,,1,4,,,3,4
Meninggal,2020-05-29,,,3,,,,,,,,11,,,,1,,1,,2,,1,,,3,,,,1,,,,,,1
Terkonfirmasi,2020-05-30,,12,13,3,14,3,101,,20,16,199,,6,31,,,18,4,10,11,16,6,,42,,1,,7,,4,18,,1,1
Sembuh,2020-05-30,,8,27,,2,9,266,,24,19,19,,18,6,15,,5,3,32,6,1,5,,32,,12,1,6,,7,,,,
Meninggal,2020-05-30,,,,,,,7,,2,,27,,,2,5,,,,4,,,5,,1,,,,,,,,,,
Terkonfirmasi,2020-05-31,,10,3,1,5,3,118,,30,37,244,5,4,12,26,,1,42,19,15,17,3,3,31,2,1,,7,8,6,17,4,1,25
Sembuh,2020-05-31,,1,,,,2,77,,3,6,20,6,11,,2,,,12,34,9,11,23,9,32,9,4,3,,1,6,,7,2,3
Meninggal,2020-05-31,,,,,,,1,,,,24,,,,3,,1,,3,,2,,,2,,,,4,,,,,,
Terkonfirmasi,2020-06-01,,17,6,,,1,137,,34,14,65,7,2,9,29,,,16,13,,,8,,45,,2,,7,,,50,,5,
Sembuh,2020-06-01,,5,8,1,,6,190,,,9,45,2,2,,,8,,1,12,2,1,2,,29,,3,1,2,,,,,,
Meninggal,2020-06-01,,1,,,,,1,,,,16,,,,6,,,,,,,,,1,,,,3,,,,,,
Terkonfirmasi,2020-06-02,,5,14,4,1,,60,,18,15,213,,1,9,21,,12,18,24,7,15,1,,44,,1,,14,,4,94,,,14
Sembuh,2020-06-02,,,21,,3,2,127,,29,1,45,,1,18,,1,,,9,5,,3,3,,,6,3,,,,10,8,,3
Meninggal,2020-06-02,,,,,,,,,7,,6,,,1,1,,,2,,,,,,,,,,1,,,1,,,3
Terkonfirmasi,2020-06-03,,3,71,12,,,82,,5,23,183,6,12,28,64,,,15,10,9,23,26,7,38,1,,,2,15,,39,,,10
Sembuh,2020-06-03,,15,,,,2,187,2,53,,100,24,2,9,2,1,1,5,2,5,4,9,7,11,3,3,4,1,19,,,,,
Meninggal,2020-06-03,,,,,,,5,,3,1,11,,,4,3,,,1,1,,3,1,,,,1,,1,,,,,,
Terkonfirmasi,2020-06-04,,20,10,10,,,94,2,9,24,90,,6,13,109,,10,20,27,11,5,44,1,54,,4,,1,,1,17,,,3
Sembuh,2020-06-04,1,15,6,1,,4,21,10,18,1,290,15,7,,,8,,2,22,35,6,7,,3,6,3,3,,,2,,,,
Meninggal,2020-06-04,,,,,,,,,1,,8,,,,3,,,4,,,,1,,4,,,,2,,,,,,
Terkonfirmasi,2020-06-05,,14,24,9,,1,76,2,12,58,141,3,1,15,71,2,4,52,18,13,9,49,5,54,7,1,,1,16,2,43,,,
Sembuh,2020-06-05,,5,45,5,,,144,,45,35,118,15,,,3,5,,,17,21,,5,9,34,8,6,1,,9,17,,1,,3
Meninggal,2020-06-05,,,1,,1,,1,,3,5,9,,,2,,,,3,3,2,,3,1,14,,,,1,,,,,,
Terkonfirmasi,2020-06-06,,33,36,17,,4,104,2,10,27,286,5,10,12,34,1,4,41,30,11,79,68,,64,3,2,1,7,7,3,87,,,5
Sembuh,2020-06-06,,2,41,,12,4,85,,15,2,154,5,22,,,12,12,12,32,3,,7,3,,8,6,1,3,3,,,8,,12
Meninggal,2020-06-06,,,1,,1,,,,,,17,,,,3,,,1,4,,3,,,1,,,,,,,,,,
Terkonfirmasi,2020-06-07,,25,10,4,,2,163,,28,51,113,,2,,38,1,1,10,25,8,25,,2,64,20,1,,1,8,1,59,2,,8
Sembuh,2020-06-07,,2,5,1,3,4,294,,99,9,48,,4,11,4,2,5,14,47,4,2,,10,,7,3,,,,,,3,,10
Meninggal,2020-06-07,,,,,,,5,,,22,20,,,,1,,,,,,2,,,,,,,,,,,,,
Terkonfirmasi,2020-06-08,,12,11,,,3,89,,20,27,365,,9,8,62,,,14,29,,15,2,,110,,1,,,38,,26,,6,
Sembuh,2020-06-08,,4,2,1,,3,76,,74,10,90,3,3,,9,20,,,47,11,9,10,1,,,1,2,,13,,,1,16,
Meninggal,2020-06-08,,,,,,,,,3,,19,,,2,3,,,1,,,2,2,,,,,,,,,,,,
Terkonfirmasi,2020-06-09,,14,15,19,,2,232,,25,32,220,24,13,18,91,1,,8,30,19,41,11,4,180,,3,2,4,8,4,18,,,5
Sembuh,2020-06-09,,32,19,5,6,6,165,,10,80,85,,3,,1,1,2,,11,10,,,17,31,,3,4,,9,1,,1,,8
Meninggal,2020-06-09,,,1,,,,4,,,5,12,,,,4,,1,3,,2,,4,,3,,,,,,,,,,1
Terkonfirmasi,2020-06-10,2,32,35,2,,1,157,2,50,139,273,11,11,15,127,,,27,41,14,19,17,3,189,,2,,13,13,8,29,1,2,6
Sembuh,2020-06-10,,3,10,1,1,3,146,,33,118,97,21,5,11,10,3,1,79,48,28,7,4,2,53,1,3,,4,,9,,,7,7
Meninggal,2020-06-10,,,1,,,,2,,,,16,,,1,4,,,3,4,,3,1,,1,,,,,,,,,,
Terkonfirmasi,2020-06-11,,19,24,3,,2,128,,44,19,297,,3,15,69,,10,11,42,2,33,45,6,141,,2,,36,,4,19,1,,4
Sembuh,2020-06-11,,12,10,1,1,1,144,,21,5,112,7,7,,36,2,5,44,55,3,17,12,4,,1,1,,2,,1,,3,,
Meninggal,2020-06-11,,,2,,,,2,,,,23,,,,4,,,3,,,2,3,,,,,,1,1,,,,,
Terkonfirmasi,2020-06-12,,36,35,6,3,10,93,1,19,44,318,22,8,13,60,,,23,33,10,65,88,5,58,,1,,22,59,5,41,1,,32
Sembuh,2020-06-12,,24,6,5,1,1,120,,41,50,72,1,11,2,15,,,72,38,15,,,2,73,,,1,1,15,1,,,,10
Meninggal,2020-06-12,,,1,,,,3,,,,22,,1,,4,,,,1,,,1,,12,,,,2,1,,,,,
Terkonfirmasi,2020-06-13,,28,74,4,3,2,121,2,15,70,176,,3,21,123,,1,13,22,3,7,94,2,125,9,12,5,17,13,5,40,,,4
Sembuh,2020-06-13,1,14,1,6,9,8,59,10,36,28,252,4,10,,22,1,5,21,14,4,2,,10,36,1,2,1,,1,,,4,,1
Meninggal,2020-06-13,,1,3,,1,,8,,,,14,,,1,4,,,2,1,,4,2,,,,,,,,1,,,,1
Terkonfirmasi,2020-06-14,5,18,9,8,3,5,117,,17,113,196,1,2,,70,,,11,70,7,7,10,4,133,2,1,,8,21,3,12,1,3,
Sembuh,2020-06-14,,12,22,9,,6,249,,42,20,75,9,12,17,30,1,3,36,61,12,2,5,7,36,19,3,,8,4,1,50,1,3,
Meninggal,2020-06-14,,,,,1,,7,,,1,11,,,3,5,,,,7,1,,,,6,,1,,,,,,,,
Terkonfirmasi,2020-06-15,,19,3,,,3,142,,19,116,270,,4,45,66,,15,22,52,,18,60,3,101,1,,1,2,31,1,,,,23
Sembuh,2020-06-15,,28,20,,4,1,106,,7,36,62,1,1,,16,,10,31,33,,7,6,2,142,6,1,2,,,,63,,,7
Meninggal,2020-06-15,,,,1,,,2,,1,17,16,,,4,6,,,2,2,,,5,,7,,,,,1,,,,,
Terkonfirmasi,2020-06-16,,22,34,1,3,1,101,,40,56,245,2,10,26,169,1,,20,50,6,25,25,5,175,1,,,3,44,3,32,,,6
Sembuh,2020-06-16,1,8,25,,1,2,134,8,9,30,71,7,13,11,6,,3,15,19,36,7,6,4,44,4,1,,,2,7,103,,,3
Meninggal,2020-06-16,,,,1,,,,,,,21,,,,4,,,,,,3,2,,,,,,,2,,,,,
Terkonfirmasi,2020-06-17,10,47,32,2,1,3,127,1,41,115,225,12,5,45,86,,9,21,43,4,35,13,1,84,,3,2,7,24,2,30,1,,
Sembuh,2020-06-17,,32,23,5,2,3,116,,26,65,56,,17,,80,8,12,31,12,6,7,5,,16,4,1,1,,2,2,3,5,,
Meninggal,2020-06-17,1,,,,,,6,,7,,14,,,,6,,,6,4,,,1,,,,,,,,,,,,
Terkonfirmasi,2020-06-18,1,66,15,,,,173,,52,45,384,,8,36,118,,,30,55,5,25,23,34,166,,2,6,21,17,5,39,5,,
Sembuh,2020-06-18,,11,27,27,,3,128,,54,20,78,6,18,39,14,1,4,20,26,17,7,7,,22,1,1,1,1,,22,,,,
Meninggal,2020-06-18,,,,,,,15,,2,9,13,,,6,9,,,2,3,,2,,,,,,2,,,,,,,
Terkonfirmasi,2020-06-19,,81,4,,2,1,141,3,45,80,140,14,12,,66,2,,14,84,4,23,31,3,207,1,1,8,40,7,3,18,,,6
Sembuh,2020-06-19,,13,3,6,3,7,126,1,30,20,103,13,3,,13,3,5,14,31,11,8,16,1,43,,3,1,2,23,8,,1,,30
Meninggal,2020-06-19,,,,,2,,,,,13,13,,,,2,,,,2,,2,,,,,,,,,,,,,
Terkonfirmasi,2020-06-20,1,37,15,1,9,8,180,,18,98,394,2,6,26,83,2,1,29,41,3,25,58,3,112,,8,,17,37,,12,,,
Sembuh,2020-06-20,,20,31,6,3,5,122,,,20,102,9,6,10,25,,10,21,9,4,3,5,10,76,1,2,2,5,25,2,,,,
Meninggal,2020-06-20,,1,,,,,7,,,,20,,,2,3,,,1,1,,3,2,,15,,,,1,,,,,,
Terkonfirmasi,2020-06-21,10,37,8,,,3,142,,20,99,91,,11,,94,1,15,5,58,4,44,13,,112,,1,,11,22,2,49,,3,7
Sembuh,2020-06-21,,17,1,,1,,233,,2,22,125,21,3,,10,,2,7,4,6,3,4,3,38,1,5,,,,,,,,13
Meninggal,2020-06-21,,2,,,,,1,,,,17,,1,,10,,,,2,,1,2,,,,,,,,,,,,
Terkonfirmasi,2020-06-22,,30,6,,,,127,,17,49,315,,1,21,89,1,2,11,60,,1,20,2,111,3,,24,20,30,,11,,,3
Sembuh,2020-06-22,,12,,,,7,74,,24,28,66,3,1,7,10,,1,13,17,2,2,4,,38,,,1,14,3,,,,,4
Meninggal,2020-06-22,,,,,,,,,,1,13,,,3,,,,1,3,,2,3,,7,,,,2,,,,,,
Terkonfirmasi,2020-06-23,,36,9,,2,3,160,2,31,49,258,15,12,11,27,,,14,16,5,7,117,2,154,3,,27,34,1,,55,,,1
Sembuh,2020-06-23,,24,13,10,,,100,20,30,50,60,4,1,7,28,,10,8,47,20,2,3,1,42,8,,,12,4,1,,1,,
Meninggal,2020-06-23,,,,,1,,8,,,4,13,,,1,2,,,,,,,3,,1,,,1,1,,,,,,
Terkonfirmasi,2020-06-24,4,42,17,,,1,157,,41,76,183,,9,4,90,,3,21,14,3,31,55,1,132,1,2,24,95,37,1,59,1,,7
Sembuh,2020-06-24,,7,7,9,1,4,94,,9,10,80,5,10,,15,2,2,19,14,14,2,8,1,39,1,4,3,6,4,16,,,,31
Meninggal,2020-06-24,,,,,1,,8,,,2,9,,1,,1,,,2,3,,,3,,6,1,,,,1,,,,,
Terkonfirmasi,2020-06-25,13,56,9,,2,7,196,,32,78,247,,17,10,60,9,7,17,24,2,46,69,,103,1,4,3,80,13,8,59,1,,5
Sembuh,2020-06-25,,11,,1,5,5,112,,62,,241,7,20,,87,,2,6,76,22,3,18,,59,4,3,1,1,18,4,,1,,22
Meninggal,2020-06-25,,2,,,,,6,,2,,14,,,,7,,,2,3,,1,3,,3,,,1,3,,,,,,
Terkonfirmasi,2020-06-26,3,49,10,,4,3,205,,33,177,356,,10,7,41,9,,23,14,3,46,14,4,172,2,,3,21,7,,20,2,2,
Sembuh,2020-06-26,,73,13,3,10,5,108,,110,,193,6,5,29,15,,18,11,15,10,19,64,2,156,2,2,,8,6,1,,,,
Meninggal,2020-06-26,,,,,,,8,,2,,32,,1,2,3,,,,2,1,3,4,,2,,,,2,1,,,,,
Terkonfirmasi,2020-06-27,8,106,17,1,1,2,203,3,46,197,277,8,11,5,54,4,,21,43,2,55,77,3,146,1,1,,37,14,1,37,4,,
Sembuh,2020-06-27,2,21,8,1,1,5,68,3,15,22,190,10,5,,93,,2,5,16,10,1,18,,41,5,4,,2,22,2,,4,,
Meninggal,2020-06-27,,,,,,,8,,,,17,,,1,,,,1,1,,1,5,1,2,,,,,,,,,,
Terkonfirmasi,2020-06-28,2,45,3,,,2,125,,25,188,330,,9,12,73,,2,36,50,3,32,20,,192,2,,1,11,6,2,26,1,,
Sembuh,2020-06-28,3,20,17,,,3,255,,7,14,101,8,11,,80,3,16,19,17,6,,10,,60,1,7,18,4,12,,335,,,
Meninggal,2020-06-28,,2,,,,,1,,,,18,,,,4,,,3,,,2,,,4,,,,,,,,,,
Terkonfirmasi,2020-06-29,,30,2,3,,,125,,45,198,297,,7,47,39,3,,14,23,,25,13,2,188,,,2,,15,1,3,,,
Sembuh,2020-06-29,,12,7,1,,1,253,,2,43,171,4,1,49,5,,6,6,66,1,5,17,1,52,,1,27,,27,1,105,,,
Meninggal,2020-06-29,,,,,1,,,,,,32,,,,4,,,6,2,,4,,,1,,,,,,1,,,,
Terkonfirmasi,2020-06-30,1,49,9,,,7,190,,81,153,331,,8,13,106,2,,21,26,1,27,71,18,89,3,2,,9,16,2,51,1,,6
Sembuh,2020-06-30,1,15,4,1,,2,394,,85,50,121,5,9,,38,3,2,8,5,12,10,5,12,69,,1,10,2,7,,119,1,,15
Meninggal,2020-06-30,1,1,,,1,,7,,1,,30,,,2,3,,,1,7,,1,1,,4,,,,,1,,8,,,2
Terkonfirmasi,2020-07-01,6,34,10,3,4,1,217,,54,173,185,15,7,37,75,,9,11,29,16,20,50,42,130,,1,1,147,7,3,96,2,,
Sembuh,2020-07-01,5,62,21,1,1,1,168,8,15,100,187,3,15,,23,2,4,7,17,7,14,12,3,52,4,1,2,7,18,12,14,,,3
Meninggal,2020-07-01,,1,,,,,,,1,10,33,,,,1,,,3,3,,1,5,,,,,,,,,,,,
Terkonfirmasi,2020-07-02,,113,8,,1,6,190,,64,153,374,,6,15,114,,5,15,42,8,30,89,59,165,,2,1,65,13,2,70,2,5,7
Sembuh,2020-07-02,,15,222,2,1,5,191,,43,98,192,,14,,51,6,10,11,43,11,18,7,10,50,1,2,10,5,25,5,,1,14,9
Meninggal,2020-07-02,,1,,,,,6,,,10,22,,,,,,,,8,,,2,1,,,,,,1,,1,,,1
Terkonfirmasi,2020-07-03,1,66,21,2,6,4,140,,28,134,353,,13,50,110,,3,23,36,10,19,33,11,180,,,4,10,7,5,26,1,,5
Sembuh,2020-07-03,,38,52,,3,2,238,,3,50,247,6,5,50,28,6,4,25,24,4,14,13,10,41,1,,12,2,9,,10,,,4
Meninggal,2020-07-03,,,,,,,5,,,,21,,1,4,5,,,,3,,1,1,,7,,,,1,,,,,,
Terkonfirmasi,2020-07-04,,91,13,4,1,1,223,,88,110,413,,13,8,73,,1,28,49,2,14,44,4,195,5,,1,1,7,4,42,4,,8
Sembuh,2020-07-04,,24,9,,,4,268,,17,50,100,4,13,,42,3,1,6,11,2,17,21,4,41,2,1,5,4,,1,,,,1
Meninggal,2020-07-04,,2,,,1,,,,,15,27,,,,3,,,1,,,,3,,,1,,,,,,,,,
Terkonfirmasi,2020-07-05,,52,5,2,4,6,257,3,106,208,552,3,27,28,44,,2,19,50,13,16,11,3,136,,2,1,,18,2,37,,,
Sembuh,2020-07-05,,30,2,,1,1,286,4,17,50,154,19,3,20,32,,,9,40,1,18,19,12,95,2,1,3,,61,6,,,,
Meninggal,2020-07-05,,2,1,,,,6,,,15,24,,,2,2,,,,1,,4,,1,24,,,,,,,,,,
Terkonfirmasi,2020-07-06,,51,12,6,,8,232,,126,127,308,,13,8,64,,,32,71,,10,20,2,84,,6,1,,10,10,6,,,2
Sembuh,2020-07-06,9,7,4,,,2,373,,16,60,104,,1,,15,,3,7,22,2,31,7,1,79,,4,4,,4,7,48,4,,
Meninggal,2020-07-06,,3,,,,,,1,1,15,33,,1,,2,,,,1,,3,4,,1,,,1,,,,2,,,2
Terkonfirmasi,2020-07-07,1,40,6,2,3,7,190,1,79,140,280,5,6,18,67,,,30,30,5,34,23,3,218,,,1,14,26,1,30,3,,5
Sembuh,2020-07-07,2,60,3,,1,4,241,,45,50,118,5,16,10,107,2,,8,28,10,18,9,11,45,1,,2,1,33,1,35,,,
Meninggal,2020-07-07,,2,,,,,12,,2,5,26,,2,1,3,,,1,6,,2,1,,2,,,,,,,1,,,2
Terkonfirmasi,2020-07-08,1,31,13,,7,3,357,,96,205,366,,14,15,123,,5,23,63,,90,156,7,166,2,1,,70,7,,17,2,3,10
Sembuh,2020-07-08,9,45,6,3,2,3,147,,21,70,205,1,8,10,62,2,5,23,10,10,12,10,2,15,,,1,4,52,1,23,1,37,
Meninggal,2020-07-08,,,,,,,4,,2,5,23,,,,1,,,6,1,,2,1,,3,,,,,,,1,,,1
Terkonfirmasi,2020-07-09,1,53,11,,4,8,284,1,962,120,517,3,6,23,108,8,3,29,56,5,126,108,6,130,,1,2,40,8,6,27,1,,
Sembuh,2020-07-09,3,92,24,1,,2,221,,27,30,263,2,8,10,23,9,12,12,4,8,27,11,5,189,,1,1,3,21,,57,,,
Meninggal,2020-07-09,,1,,,1,1,6,,4,,23,,,3,3,,,1,1,1,1,5,1,4,,,,2,,,,,,
Terkonfirmasi,2020-07-10,,86,8,,3,7,260,,105,100,246,,19,35,64,,,36,93,6,134,112,7,132,,2,,24,13,4,80,5,,30
Sembuh,2020-07-10,5,31,28,1,3,1,180,3,28,138,234,,10,10,55,1,,14,15,6,5,12,20,30,1,4,1,1,22,1,16,1,,1
Meninggal,2020-07-10,,,1,,,,,,,10,27,,1,,2,,,2,5,,2,1,,,,,,,,,,,,1
Terkonfirmasi,2020-07-11,9,37,7,1,4,7,378,,73,100,409,,31,26,79,,6,40,36,3,67,87,2,180,,,1,21,6,6,23,3,,29
Sembuh,2020-07-11,4,150,30,1,1,3,215,,28,50,318,7,12,,75,,5,14,4,5,5,16,18,176,,,,,30,1,19,1,,2
Meninggal,2020-07-11,,1,,,2,,10,,,,36,,,,,,,,2,,3,4,,8,,,,,,,,,,
Terkonfirmasi,2020-07-12,7,48,12,,1,1,404,,50,70,518,3,17,39,77,,5,30,49,6,23,39,2,173,,3,1,8,10,4,63,4,,14
Sembuh,2020-07-12,,59,50,,,2,160,9,10,30,207,12,3,30,107,,7,13,34,5,1,22,5,107,1,3,1,1,25,5,7,3,,
Meninggal,2020-07-12,1,,,,,,10,,,5,20,,4,,5,,,3,3,,3,4,,6,,,,4,,,2,1,,
Terkonfirmasi,2020-07-13,,62,6,,,8,281,,83,100,219,5,5,26,72,1,,23,50,,20,44,7,124,,1,3,13,26,,98,1,,4
Sembuh,2020-07-13,,97,5,,1,2,208,,19,30,268,1,11,20,24,,,22,30,,8,13,1,259,,1,3,4,4,3,9,,,8
Meninggal,2020-07-13,,,,,,1,6,,,,18,,1,5,5,,,4,1,,3,2,,3,,,,1,,,,,,
Terkonfirmasi,2020-07-14,4,101,9,2,5,8,268,2,74,80,353,,27,32,161,,5,21,51,3,17,130,3,197,1,,3,2,,6,1,3,,22
Sembuh,2020-07-14,1,64,12,3,1,9,120,,28,30,352,13,8,,54,,1,24,19,11,16,20,4,144,2,,,4,,2,2,3,,
Meninggal,2020-07-14,1,,,,,,4,1,,,21,,,,3,,,1,4,,,5,1,13,,,,,,,,,,
Terkonfirmasi,2020-07-15,27,63,3,1,2,9,260,1,75,261,165,,34,,109,,4,26,30,2,44,99,10,158,1,6,,39,20,,60,6,,7
Sembuh,2020-07-15,,41,33,4,1,5,193,2,140,120,521,,7,30,41,,2,14,14,5,12,8,3,113,7,1,1,3,11,4,59,,,19
Meninggal,2020-07-15,2,2,,,,,5,,1,18,28,,,,5,,,3,4,,,,1,12,,,,,,,3,,,3
Terkonfirmasi,2020-07-16,3,112,17,,1,8,312,,40,214,179,4,24,12,133,,,30,48,1,28,97,9,178,,4,5,27,6,4,52,2,,24
Sembuh,2020-07-16,1,106,15,17,1,4,134,,38,80,444,,15,,66,1,6,27,21,3,15,29,3,211,,,2,4,19,,9,4,,20
Meninggal,2020-07-16,1,3,1,,,1,7,,,9,26,,,,5,,,,,,1,5,,15,,,,,,,1,,,1
Terkonfirmasi,2020-07-17,5,86,9,,2,4,253,1,52,238,255,,43,58,101,1,,21,67,7,28,83,14,83,,1,5,11,2,5,18,,,9
Sembuh,2020-07-17,,88,10,,1,1,139,3,41,340,387,,18,80,42,2,,11,26,2,83,21,15,112,,1,,5,1,1,35,,,24
Meninggal,2020-07-17,,3,,,,,6,,1,18,37,,,,2,,,1,3,,2,7,,2,,,,,,,,,,2
Terkonfirmasi,2020-07-18,,71,8,1,6,8,346,6,60,266,204,,25,,107,,3,23,67,4,54,147,21,168,,9,5,33,1,38,56,4,10,1
Sembuh,2020-07-18,,66,12,1,,1,124,3,31,235,555,6,13,30,88,1,,13,4,4,73,39,3,81,,,,22,,2,11,1,12,3
Meninggal,2020-07-18,,1,1,,,,8,,2,15,11,,,,7,,,3,2,,,3,,2,,,,,1,1,,,,2
Terkonfirmasi,2020-07-19,1,55,17,,2,16,313,,27,300,275,,20,75,109,,1,31,46,9,47,14,12,158,1,2,11,8,31,2,49,1,,6
Sembuh,2020-07-19,,119,9,,3,8,326,3,4,420,474,4,1,74,30,,,19,17,4,21,25,8,519,1,4,1,10,4,4,13,1,,7
Meninggal,2020-07-19,1,4,1,,,1,9,,,23,52,,1,9,3,,,5,1,1,2,1,,9,,,,,2,,1,,,1
Terkonfirmasi,2020-07-20,2,36,8,4,,6,361,,60,354,237,,25,,52,1,,34,42,2,64,15,48,125,,,15,2,19,27,39,7,3,105
Sembuh,2020-07-20,,66,13,,,3,154,,94,300,375,,20,,99,17,,13,1,,39,49,7,278,,3,5,5,10,3,10,9,3,
Meninggal,2020-07-20,,4,,,,,9,,,36,32,,1,,5,,,2,1,,,3,,2,,,,,,,,,,1
Terkonfirmasi,2020-07-21,1,75,8,,,28,433,2,61,121,283,,71,13,92,,,18,58,8,38,42,36,93,,1,23,39,19,3,6,1,3,79
Sembuh,2020-07-21,5,52,21,,1,3,266,,32,100,348,,4,30,191,,,14,10,7,51,30,4,288,2,1,2,6,9,1,7,,4,
Meninggal,2020-07-21,,2,1,,,1,8,,4,15,28,,,,6,,,2,2,,,4,,3,,,,,,,3,,,2
Terkonfirmasi,2020-07-22,2,78,4,1,4,21,392,2,32,319,265,,30,36,133,,4,12,37,10,77,169,14,150,,5,38,8,,5,32,2,,
Sembuh,2020-07-22,5,68,8,2,,2,368,4,23,130,395,4,30,100,134,,,9,53,1,126,26,3,270,3,1,,8,,3,13,,,
Meninggal,2020-07-22,,,,,,1,5,,2,70,35,,3,2,5,,,,2,,1,7,,3,,,,2,,,,,,1
Terkonfirmasi,2020-07-23,7,62,10,1,10,10,470,,60,295,357,,40,27,116,1,,33,16,3,43,100,27,120,4,9,2,9,12,10,46,2,,4
Sembuh,2020-07-23,2,74,4,,5,4,163,2,13,130,665,,52,78,115,,5,13,54,3,112,21,4,310,3,3,1,37,7,14,4,,,11
Meninggal,2020-07-23,1,2,,,,1,2,,1,60,29,,3,,1,,,,,,7,9,1,,,,,,,,,,,
Terkonfirmasi,2020-07-24,4,62,12,3,1,23,297,2,91,124,496,,38,45,90,,2,28,46,3,42,57,23,85,1,,12,27,,1,68,4,,74
Sembuh,2020-07-24,12,70,5,,1,1,269,1,19,100,421,,32,25,272,2,,16,55,6,55,33,11,331,,3,1,18,3,2,2,4,,11
Meninggal,2020-07-24,,,,,,,4,,,38,29,,,,,,,5,5,,,3,1,3,,,,1,,,,,,
Terkonfirmasi,2020-07-25,6,56,5,1,4,17,376,1,73,191,310,6,62,67,118,48,3,33,17,12,54,51,17,136,,1,5,37,6,1,40,12,,102
Sembuh,2020-07-25,2,86,7,3,,7,173,1,34,100,409,,25,50,180,1,9,13,29,13,22,24,1,134,1,2,10,5,,,52,2,,14
Meninggal,2020-07-25,,,,,,1,,,,10,18,,2,4,3,,,,,,1,3,,3,,,,2,,,2,,,
Terkonfirmasi,2020-07-26,,43,14,2,,7,384,,51,76,283,,32,45,116,,1,20,23,5,47,19,16,133,1,3,11,32,30,4,57,5,8,24
Sembuh,2020-07-26,,81,10,1,,4,161,,23,100,363,,25,30,128,,,22,34,6,40,15,40,154,,3,12,4,2,,8,,,35
Meninggal,2020-07-26,,,2,,,1,4,,,10,17,,2,2,5,,,1,4,,2,4,,9,1,,,1,1,,,,,1
Terkonfirmasi,2020-07-27,,62,10,3,,15,467,,45,210,273,,18,21,33,,,23,24,,50,48,1,110,,2,4,14,,4,56,1,,31
Sembuh,2020-07-27,,81,23,,,3,111,,406,115,362,,22,25,66,2,,21,36,,26,13,8,132,,2,10,21,,2,16,,,15
Meninggal,2020-07-27,,,,,,,10,,,10,19,,,1,2,,,3,1,,1,2,,5,,,,1,,,,,,2
Terkonfirmasi,2020-07-28,25,30,9,,10,14,409,,128,185,313,16,66,24,93,2,7,20,21,5,44,80,,132,4,,27,38,22,1,17,2,,4
Sembuh,2020-07-28,,57,6,,,6,376,1,627,220,401,,34,20,157,,,6,14,7,63,19,3,189,3,3,5,22,47,29,9,,,42
Meninggal,2020-07-28,,,,,,2,15,,,8,22,,,,3,,1,1,1,,3,1,,4,,,1,,1,,,,,
Terkonfirmasi,2020-07-29,45,61,15,2,2,15,577,15,96,313,359,,57,,102,,8,40,34,17,58,241,7,128,1,,6,31,1,16,26,6,,102
Sembuh,2020-07-29,,84,11,,1,12,247,2,48,277,538,,48,,71,,6,30,20,7,37,30,2,40,,,17,17,16,2,18,6,,11
Meninggal,2020-07-29,2,,,,,,14,,2,12,33,,,,4,,,,,,,3,,3,,,,,,,,,,1
Terkonfirmasi,2020-07-30,74,50,29,,2,23,397,2,147,161,288,,70,24,86,12,,36,57,16,87,68,6,95,,3,11,6,24,17,33,22,,58
Sembuh,2020-07-30,,77,15,,,14,189,,334,377,445,,30,25,156,,,12,43,8,23,266,7,49,,,17,,2,27,13,7,,18
Meninggal,2020-07-30,,,2,,2,,19,2,2,12,14,,2,,8,,,,7,,3,3,,2,,,,2,1,1,,1,,
Terkonfirmasi,2020-07-31,103,47,34,,3,64,430,6,71,235,317,6,49,28,128,3,77,43,30,41,78,104,,76,,,19,,,3,38,7,,
Sembuh,2020-07-31,,88,45,,,17,405,,17,180,351,,15,41,67,,,24,37,2,16,106,8,109,,,3,,,,,8,,76
